shipping_id,rating,feedback
1469,1,The delivery was delayed without any explanation or updates.
1239,5,I was impressed with the secure packaging and prompt delivery. Everything arrived in perfect condition.
4707,5,Fast and efficient delivery. The package was handled with care.
4220,2,The courier was rude and left the package at the wrong address.
1048,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
649,3,"The package arrived slightly late, but the product was in good condition."
2915,3,"The package arrived slightly late, but the product was in good condition."
69,1,"The tracking information was inaccurate, and the package arrived much later than expected."
4959,4,"Great experience! The courier was friendly, and the tracking updates were accurate."
1610,5,Fast and efficient delivery. The package was handled with care.
1255,3,"It was an average experience; nothing stood out, but no issues either."
4583,5,"The delivery process was seamless, and the package arrived without any issues."
387,2,The courier was rude and left the package at the wrong address.
272,1,The delivery was delayed without any explanation or updates.
4759,4,I was impressed with the secure packaging and prompt delivery. Everything arrived in perfect condition.
4237,4,Fast and efficient delivery. The package was handled with care.
617,3,"The delivery was okay, but I wish there were more updates on the tracking information."
1242,5,"Great experience! The courier was friendly, and the tracking updates were accurate."
3143,2,The package arrived damaged due to poor packaging. Very disappointed.
924,1,The package arrived late and was slightly damaged. Not happy with the service.
3334,4,The package arrived well before the estimated delivery date. Excellent service!
34,4,I was impressed with the secure packaging and prompt delivery. Everything arrived in perfect condition.
4833,4,Fast and efficient delivery. The package was handled with care.
515,2,The package arrived damaged due to poor packaging. Very disappointed.
1234,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
763,5,Fast and efficient delivery. The package was handled with care.
4861,2,The delivery was delayed without any explanation or updates.
1525,3,"The delivery was okay, but I wish there were more updates on the tracking information."
3676,3,"It was an average experience; nothing stood out, but no issues either."
4358,5,Fast and efficient delivery. The package was handled with care.
